Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,Total,Seats Remaining,Has WL,
"Fall 2010","Regular Academic Session","Engineering","11497","Industrial And Operations Engineering (IOE) Open Sections"," 463","001","Measure&Des of Work","LEC","P  ","M","","W","","","","","1030-12PM","1121 LBME","Armstrong","  40","  11","Y",
"Fall 2010","Regular Academic Session","Engineering","11499","Industrial And Operations Engineering (IOE) Open Sections"," 466","001","Stat Quality Control","LEC","P R","","T","","TH","","","","130-3PM","1303 EECS","Jin"," 120","  49","N",
"Fall 2010","Regular Academic Session","Engineering","37199","Industrial And Operations Engineering (IOE) Open Sections"," 474","006","Simulation","LAB","P R","","T","","","","","","230-330PM","G610 IOE","","  20","   4","Y",
"Fall 2010","Regular Academic Session","Engineering","11511","Industrial And Operations Engineering (IOE) Open Sections"," 481","001","Practicum Hosp Sys","LEC","P R","M","","","","","","","7-9PM","1610 IOE","Van Oyen","  40","   5","Y",
"Fall 2010","Regular Academic Session","Engineering","45663","Industrial And Operations Engineering (IOE) Open Sections"," 491","063","Spec Top Ind Engr","LEC","P R","","","","","F","","","10-1PM","1680 IOE","Sathe","  24","   5","Y",
"Fall 2010","Regular Academic Session","Engineering","11519","Industrial And Operations Engineering (IOE) Open Sections"," 511","001","Cont Optimum Methods","LEC","P  ","M","","W","","","","","5-630PM","1680 IOE","Saigal","  40","  10","N",
"Fall 2010","Regular Academic Session","Engineering","11523","Industrial And Operations Engineering (IOE) Open Sections"," 533","001","Hum Moto Beh Eng Sy","LEC","P  ","M","","W","","","","","12-130PM","1680 IOE","Martin","  40","  34","Y",
"Fall 2010","Regular Academic Session","Engineering","30439","Industrial And Operations Engineering (IOE) Open Sections"," 536","001","Cognitive Ergonomic","LEC","P  ","","T","","TH","","","","1030-12PM","1121 LBME","Sarter","  30","   1","N",
"Fall 2010","Regular Academic Session","Engineering","11525","Industrial And Operations Engineering (IOE) Open Sections"," 539","001","Safety Engin Methods","LEC","P  ","","T","","TH","","","","130-3PM","1680 IOE","Keyserling","  40","  22","Y",
"Fall 2010","Regular Academic Session","Engineering","48415","Industrial And Operations Engineering (IOE) Open Sections"," 545","001","Queue Networks","LEC","P  ","M","","W","","","","","130-3PM","2717 IOE","Van Oyen","  15","   5","Y",
"Fall 2010","Regular Academic Session","Engineering","28757","Industrial And Operations Engineering (IOE) Open Sections"," 553","001","Financial Engin II","LEC","P R","","T","","","","","","6-9PM","1610 IOE","Keppo","  80","  18","Y",
"Fall 2010","Regular Academic Session","Engineering","46085","Industrial And Operations Engineering (IOE) Open Sections"," 588","001","Assembly Modeling","LEC","P  ","","T","","TH","","","","130-3PM","151 CHRYS","Saitou","  45","  14","Y",
"Fall 2010","Regular Academic Session","Engineering","27937","Industrial And Operations Engineering (IOE) Open Sections"," 590","002","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Cohn","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27939","Industrial And Operations Engineering (IOE) Open Sections"," 590","003","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Fixson","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27797","Industrial And Operations Engineering (IOE) Open Sections"," 590","005","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Chaffin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","29829","Industrial And Operations Engineering (IOE) Open Sections"," 590","007","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Armstrong","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","30801","Industrial And Operations Engineering (IOE) Open Sections"," 590","010","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Sarter","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","31205","Industrial And Operations Engineering (IOE) Open Sections"," 590","011","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Herrin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26701","Industrial And Operations Engineering (IOE) Open Sections"," 590","012","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Saigal","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","31149","Industrial And Operations Engineering (IOE) Open Sections"," 590","014","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Murty","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27941","Industrial And Operations Engineering (IOE) Open Sections"," 590","017","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Sharma","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","31455","Industrial And Operations Engineering (IOE) Open Sections"," 590","019","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Babich","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","30929","Industrial And Operations Engineering (IOE) Open Sections"," 590","020","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Liu","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","34839","Industrial And Operations Engineering (IOE) Open Sections"," 590","021","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Van Oyen","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","30925","Industrial And Operations Engineering (IOE) Open Sections"," 590","022","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Coffey","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","34897","Industrial And Operations Engineering (IOE) Open Sections"," 590","023","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Jin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","50733","Industrial And Operations Engineering (IOE) Open Sections"," 590","025","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Daskin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","34879","Industrial And Operations Engineering (IOE) Open Sections"," 590","027","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Martin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","29741","Industrial And Operations Engineering (IOE) Open Sections"," 590","032","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Green","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","50734","Industrial And Operations Engineering (IOE) Open Sections"," 590","033","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Lavieri-Rodriguez","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","26195","Industrial And Operations Engineering (IOE) Open Sections"," 590","034","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Liker","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","31151","Industrial And Operations Engineering (IOE) Open Sections"," 590","035","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Aydin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","40529","Industrial And Operations Engineering (IOE) Open Sections"," 590","036","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Bozer","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","29765","Industrial And Operations Engineering (IOE) Open Sections"," 590","037","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Reaume","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","30993","Industrial And Operations Engineering (IOE) Open Sections"," 590","040","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Keyserling","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26403","Industrial And Operations Engineering (IOE) Open Sections"," 590","042","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Shi","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","28059","Industrial And Operations Engineering (IOE) Open Sections"," 590","048","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Ludwig","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44683","Industrial And Operations Engineering (IOE) Open Sections"," 590","051","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Frantz","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","29605","Industrial And Operations Engineering (IOE) Open Sections"," 590","053","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Ulin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26467","Industrial And Operations Engineering (IOE) Open Sections"," 590","059","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Keppo","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","44639","Industrial And Operations Engineering (IOE) Open Sections"," 590","062","Masters Direct Study","IND"," I ","","","","","","","","ARR","ARR","Romeijn","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","45777","Industrial And Operations Engineering (IOE) Open Sections"," 591","004","Special Topics","LEC","P  ","","","","TH","","","","1-4PM","2717 IOE","Kantowitz","  15","  13","Y",
"Fall 2010","Regular Academic Session","Engineering","46021","Industrial And Operations Engineering (IOE) Open Sections"," 591","033","Special Topics","LEC","P R","","T","","TH","","","","4-530PM","2717 IOE","Lavieri-Rodriguez","  15","   7","Y",
"Fall 2010","Regular Academic Session","Engineering","28969","Industrial And Operations Engineering (IOE) Open Sections"," 593","053","Ergonomics Project","IND"," I ","","","","","","","","ARR","ARR","Ulin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","11533","Industrial And Operations Engineering (IOE) Open Sections"," 800","001","First Year Doc Sem","SEM","P  ","M","","","","","","","3-430PM","1680 IOE","Keyserling","  35","  20","N",
"Fall 2010","Regular Academic Session","Engineering","27931","Industrial And Operations Engineering (IOE) Open Sections"," 801","002","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Cohn","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27933","Industrial And Operations Engineering (IOE) Open Sections"," 801","003","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","11535","Industrial And Operations Engineering (IOE) Open Sections"," 801","004","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Kantowitz","   5","   5","N",
"Fall 2010","Regular Academic Session","Engineering","26503","Industrial And Operations Engineering (IOE) Open Sections"," 801","007","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Armstrong","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","30803","Industrial And Operations Engineering (IOE) Open Sections"," 801","010","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Sarter","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26661","Industrial And Operations Engineering (IOE) Open Sections"," 801","011","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Herrin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27935","Industrial And Operations Engineering (IOE) Open Sections"," 801","017","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","32659","Industrial And Operations Engineering (IOE) Open Sections"," 801","021","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Van Oyen","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","32661","Industrial And Operations Engineering (IOE) Open Sections"," 801","023","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Jin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","33121","Industrial And Operations Engineering (IOE) Open Sections"," 801","027","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Martin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27929","Industrial And Operations Engineering (IOE) Open Sections"," 801","030","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Smith","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26537","Industrial And Operations Engineering (IOE) Open Sections"," 801","031","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Duenyas","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27665","Industrial And Operations Engineering (IOE) Open Sections"," 801","032","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Green","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","27839","Industrial And Operations Engineering (IOE) Open Sections"," 801","034","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Liker","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","27503","Industrial And Operations Engineering (IOE) Open Sections"," 801","036","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Bozer","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26679","Industrial And Operations Engineering (IOE) Open Sections"," 801","042","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26483","Industrial And Operations Engineering (IOE) Open Sections"," 801","057","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Epelman","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","26291","Industrial And Operations Engineering (IOE) Open Sections"," 801","059","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Keppo","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44549","Industrial And Operations Engineering (IOE) Open Sections"," 801","060","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Chao","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44331","Industrial And Operations Engineering (IOE) Open Sections"," 801","062","First Yr Doc Dir Res","IND"," I ","","","","","","","","ARR","ARR","Romeijn","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","11537","Industrial And Operations Engineering (IOE) Open Sections"," 836","001","Sem Hum Perform","SEM","P R","","T","","","","","","9-10AM","G699 IOE","Armstrong","  30","  17","N",
"Fall 2010","Regular Academic Session","Engineering","11539","Industrial And Operations Engineering (IOE) Open Sections"," 899","001","Ioe Seminar","SEM","P R","","","W","","","","","4-5PM","1680 IOE","Lavieri-Rodriguez, Sarter","  25","  20","N",
"Fall 2010","Regular Academic Session","Engineering","27943","Industrial And Operations Engineering (IOE) Open Sections"," 990","002","Diss Pre-Candidate","IND","   ","","","","","","","","ARR","ARR","Cohn","  25","  24","N",
